order_id,customer_id,created_at,status,payment_method,promised_delivery_date,is_fast_delivery_eligible
ORD000294,C13778,2024-07-02,Delivered,COD,2024-07-04,True
ORD000295,C22625,2024-07-02,Delivered,UPI,2024-07-04,True
ORD000296,C22525,2024-07-02,Delivered,UPI,2024-07-04,True
ORD000297,C22240,2024-07-02,Returned,COD,2024-07-04,True
ORD000298,C08945,2024-07-02,Delivered,Card,2024-07-05,False
ORD000299,C21292,2024-07-02,Delivered,Card,2024-07-05,False
ORD000300,C16153,2024-07-02,Cancelled,NetBanking,2024-07-07,False
ORD000301,C19458,2024-07-02,Delivered,NetBanking,2024-07-04,True
ORD000302,C19033,2024-07-02,Delivered,UPI,2024-07-04,True
ORD000303,C18329,2024-07-02,Delivered,UPI,2024-07-05,False
ORD000304,C11935,2024-07-02,Delivered,Card,2024-07-04,True
ORD000305,C21627,2024-07-02,Delivered,Card,2024-07-04,True
ORD000306,C16617,2024-07-02,Delivered,Card,2024-07-04,True
ORD000307,C14175,2024-07-02,Delivered,UPI,2024-07-05,False
ORD000308,C01341,2024-07-02,Delivered,Wallet,2024-07-04,True
ORD000309,C05245,2024-07-02,Delivered,COD,2024-07-04,True
ORD000310,C08259,2024-07-02,Delivered,UPI,2024-07-04,True
ORD000311,C18639,2024-07-02,Delivered,UPI,2024-07-07,False
ORD000312,C24615,2024-07-02,Delivered,UPI,2024-07-04,True
ORD000313,C17521,2024-07-02,Delivered,NetBanking,2024-07-04,True
ORD000314,C10614,2024-07-02,Delivered,COD,2024-07-04,True
ORD000315,C08891,2024-07-02,Delivered,COD,2024-07-04,True
ORD000316,C11942,2024-07-02,Delivered,COD,2024-07-06,False
ORD000317,C09675,2024-07-02,Delivered,UPI,2024-07-04,True
ORD000318,C00357,2024-07-02,Cancelled,COD,2024-07-07,False
ORD000319,C00080,2024-07-02,Delivered,UPI,2024-07-04,True
ORD000320,C21124,2024-07-02,Delivered,Card,2024-07-04,True
ORD000321,C07717,2024-07-02,Delivered,UPI,2024-07-06,False
ORD000322,C07605,2024-07-02,Delivered,UPI,2024-07-05,False
ORD000323,C13777,2024-07-02,Delivered,Card,2024-07-04,True
ORD000324,C10641,2024-07-02,Delivered,UPI,2024-07-04,True
ORD000325,C00831,2024-07-02,Delivered,UPI,2024-07-04,True
ORD000326,C10388,2024-07-02,Cancelled,NetBanking,2024-07-04,True
ORD000327,C10254,2024-07-02,Delivered,Card,2024-07-04,True
ORD000328,C17258,2024-07-02,Delivered,UPI,2024-07-04,True
ORD000329,C01118,2024-07-02,Delivered,COD,2024-07-07,False
ORD000330,C14934,2024-07-02,Returned,Card,2024-07-06,False
ORD000331,C04738,2024-07-02,Delivered,UPI,2024-07-05,False
ORD000332,C18758,2024-07-02,Delivered,UPI,2024-07-04,True
ORD000333,C01428,2024-07-02,Delivered,COD,2024-07-04,True
ORD000334,C23438,2024-07-02,Delivered,COD,2024-07-04,True
ORD000335,C11585,2024-07-02,Cancelled,Card,2024-07-04,True
ORD000336,C09676,2024-07-02,Delivered,COD,2024-07-04,True
ORD000337,C13071,2024-07-02,Shipped,Card,2024-07-04,True
ORD000338,C16423,2024-07-02,Delivered,UPI,2024-07-04,True
ORD000339,C00328,2024-07-02,Cancelled,Card,2024-07-04,True
ORD000340,C03710,2024-07-02,Delivered,Wallet,2024-07-04,True
ORD000341,C20542,2024-07-02,Shipped,UPI,2024-07-04,True
ORD000342,C22628,2024-07-02,Delivered,COD,2024-07-07,False
ORD000343,C06866,2024-07-02,Delivered,NetBanking,2024-07-04,True
ORD000344,C16339,2024-07-02,Returned,UPI,2024-07-06,False
ORD000345,C23777,2024-07-02,Delivered,Card,2024-07-04,True
ORD000346,C00256,2024-07-02,Delivered,Wallet,2024-07-07,False
ORD000347,C07811,2024-07-02,Delivered,Card,2024-07-04,True
ORD000348,C19977,2024-07-02,Delivered,NetBanking,2024-07-04,True
ORD000349,C22232,2024-07-02,Delivered,COD,2024-07-04,True
ORD000350,C17539,2024-07-02,Delivered,UPI,2024-07-04,True
ORD000351,C22179,2024-07-02,Delivered,COD,2024-07-05,False
ORD000352,C01357,2024-07-03,Delivered,UPI,2024-07-05,True
ORD000353,C07235,2024-07-03,Delivered,COD,2024-07-06,False
ORD000354,C05448,2024-07-03,Delivered,NetBanking,2024-07-06,False
ORD000355,C09123,2024-07-03,Delivered,Card,2024-07-05,True
ORD000356,C10626,2024-07-03,Delivered,Wallet,2024-07-05,True
ORD000357,C05461,2024-07-03,Cancelled,Wallet,2024-07-05,True
ORD000358,C23111,2024-07-03,Delivered,UPI,2024-07-05,True
ORD000359,C03084,2024-07-03,Delivered,Card,2024-07-05,True
ORD000360,C19347,2024-07-03,Delivered,UPI,2024-07-05,True
ORD000361,C22266,2024-07-03,Shipped,Card,2024-07-08,False
ORD000362,C10116,2024-07-03,Delivered,COD,2024-07-06,False
ORD000363,C13190,2024-07-03,Delivered,UPI,2024-07-05,True
ORD000364,C22578,2024-07-03,Delivered,COD,2024-07-07,False
ORD000365,C03797,2024-07-03,Delivered,COD,2024-07-05,True
ORD000366,C03208,2024-07-03,Cancelled,NetBanking,2024-07-05,True
ORD000367,C01236,2024-07-03,Delivered,Wallet,2024-07-05,True
ORD000368,C21565,2024-07-03,Delivered,COD,2024-07-05,True
ORD000369,C05995,2024-07-03,Delivered,Card,2024-07-05,True
ORD000370,C12211,2024-07-03,Shipped,COD,2024-07-07,False
ORD000371,C07159,2024-07-03,Delivered,UPI,2024-07-06,False
ORD000372,C24622,2024-07-03,Cancelled,COD,2024-07-05,True
ORD000373,C20459,2024-07-03,Delivered,Card,2024-07-05,True
ORD000374,C16763,2024-07-03,Delivered,UPI,2024-07-05,True
ORD000375,C22627,2024-07-03,Shipped,UPI,2024-07-07,False
ORD000376,C06251,2024-07-03,Returned,COD,2024-07-08,False
ORD000377,C07142,2024-07-03,Delivered,COD,2024-07-05,True
ORD000378,C19959,2024-07-03,Delivered,NetBanking,2024-07-07,False
ORD000379,C05862,2024-07-03,Delivered,Wallet,2024-07-05,True
ORD000380,C15484,2024-07-03,Delivered,UPI,2024-07-05,True
ORD000381,C17948,2024-07-03,Cancelled,UPI,2024-07-05,True
ORD000382,C09264,2024-07-03,Delivered,COD,2024-07-05,True
ORD000383,C17792,2024-07-03,Delivered,COD,2024-07-05,True
ORD000384,C01558,2024-07-03,Delivered,Card,2024-07-05,True
ORD000385,C10201,2024-07-03,Delivered,COD,2024-07-05,True
ORD000386,C18662,2024-07-03,Returned,Card,2024-07-06,False
ORD000387,C13288,2024-07-03,Delivered,Card,2024-07-05,True
ORD000388,C17627,2024-07-03,Delivered,COD,2024-07-05,True
ORD000389,C13887,2024-07-03,Delivered,COD,2024-07-08,False
ORD000390,C08741,2024-07-03,Delivered,Card,2024-07-05,True
ORD000391,C06963,2024-07-03,Delivered,Card,2024-07-05,True
ORD000392,C11841,2024-07-03,Delivered,Card,2024-07-05,True
ORD000393,C06979,2024-07-03,Delivered,UPI,2024-07-07,False
ORD000394,C11736,2024-07-03,Delivered,COD,2024-07-06,False
ORD000395,C09320,2024-07-03,Delivered,Card,2024-07-05,True
ORD000396,C04090,2024-07-03,Cancelled,COD,2024-07-06,False
ORD000397,C17630,2024-07-03,Delivered,COD,2024-07-07,False
ORD000398,C05093,2024-07-03,Delivered,UPI,2024-07-08,False
